movie,sentence,score
더 퍼스트 슬램덩크,말이 필요 없어요최고입니다,10
더 퍼스트 슬램덩크,그냥 저냥 볼만했네요학창시절 읽었던 만화책의 감동은 없었어요,6
더 퍼스트 슬램덩크,알고있지만 새로운걸 보듯하게 만든 미친 연출력. 두시간은 너무 짧았다..,10
더 퍼스트 슬램덩크,오랜만에 슬램덩크의 감동을 다시한번 느끼고 왓네요 강추입니다,10
더 퍼스트 슬램덩크,극장은거들뿐 ... 극장판이더나와야한다,10
더 퍼스트 슬램덩크,그냥 간단한 관계성이랑 사건 정도만 알고 영화봤는데도 다 이해되고 감동 오집니다.... 연출 오지고 브금 오지고 그냥 오타쿠면 좋아할 수 밖에 없어요.. 내가 아는 그 밈이 여기? 하는 장면만 NN개 있음 패스트푸드 먹다가 50년 전통 단일메뉴만 파는 원조집가서 국밥 한 그릇 때린 기분.... 뇌절을 안 해서 더 아름다운 영화...,8
더 퍼스트 슬램덩크,그 때 그감성을 그대로...!!,10
더 퍼스트 슬램덩크,진짜 완전 실망하도 재미있다해서 옛날 기억 떠올리며 보러갔는데도대체 재미포인트를 어디서 찾아야할지긴장감 1도 안 느껴지고영화관에서 두시간 넘게 버틴 나를 칭찬하고 싶다 ,2
더 퍼스트 슬램덩크,"만화책에서만 볼수있던 경기를 영상으로 볼수있다는 점 하나만으로도 당연히 보러가야하는 이유였는데! 직접보니 더 감동적이였다 원작에선 없던 인물들의 비하인드 스토리와, 책으로만 봤던 경기에서의 움직임을 영상으로, 그것도 음악과 함께! 슬램덩크에 열광하게 만드는 가장 큰 이유 중 하나는 경기의 긴장감인데 이건 정적인 만화책이나 동적인 애니나 똑같다는 것도 대단한 점.. 이번 극장판 역시 경기의 박진감이 대단했다 마지막 1분은 만화책에서도 대사 한 줄 없던 장면이였는데 이걸 영화관에서 보다니, 그 순간 영화관 안에서의 고요함은 지금도 생생하다.. 음악도 정말 잘 사용했고, 전체적으로 작품을 만드는 사람의 애정과 이해도가 굉장히 뛰어나다 싶은 정도의 영상이였다 무엇보다 내 어린 시절을 같이 봐서 재밌다, 감동적이다,라는 표현 그 이상의 감정이였다ㅠ",10
더 퍼스트 슬램덩크,"그냥 쵝오..  나의 십대를 ... 동시대를 살 수 있어 행복했다. 그 감동, 전율을 다시 느끼게 해줘서 즐거웠다.",10
더 퍼스트 슬램덩크,이건.... 좋을수밖에 없구나라는 생각이 들었다.. 농구공이 코트를 울릴때마다 만화방에서 슬램덩크를 보고 있던 어린시절의 나의 모습이 오버랩핑됐다. ,10
더 퍼스트 슬램덩크, 49살 아직도 가슴이 뛴다.,9
더 퍼스트 슬램덩크,10대의 추억이 40대에 감동이 되었다. ,10
더 퍼스트 슬램덩크,"주인공을 송태섭으로 가져감으로서 보다 공감과 몰입을 가져올 수 있었던 것 같습니다. 다른 캐릭터보다 크게 돋보이는 캐릭터는 아니지만, 그 수 많은 아픔 속에서도 꿈과 자신을 잃지 않고 나아가는 모습이 현실의 우리들과 많이 닮아있음을 느낍니다. 그런 송태섭에 우리를 투영시켜 삶을 함께 뛰고 있음을, 같은 코트에서 뛰고 있는 친구들을 바라볼 수 있어 참 좋았습니다. 고민과 두려움 앞에서 강백호의 대사에 큰 용기를 얻어갑니다. ",8
더 퍼스트 슬램덩크,너무재밌어요 감동이고요 보는데 아재들 좀 시끄러워서 힘들었음둥너무 감동적이고 아는내용인데 연출이 정말 좋습니다.재밌슴둥,10
더 퍼스트 슬램덩크,암것도 모르고 갔는데 원작 모르는 사람한테도 이해못하는 구간없게 영화에 신경쓴게 느껴졌어요심장을 때리는 밴드사운드 진짜 최고.. 연출은 말할것도 없습니다 진짜 돈이 안아까웠어요,10
더 퍼스트 슬램덩크,다시봐도 감동적...,10
더 퍼스트 슬램덩크,왜 울컥 하냐?명장면 나올때 왠지 울컥..나도 늙었어 ㅠㅠ,10
더 퍼스트 슬램덩크,너무나 잘 짜여진 영화였습니다 슬램덩크 매니아평입니당 ㅎㅎ,10
더 퍼스트 슬램덩크,어렸을적 만화책은 못 봤구 이번 애니메이션으로 슬램덩크를 처음 접하였는데 적절한 감동과 여운이 있어 좋았습니다~^^,9
더 퍼스트 슬램덩크,영광의 시대를 120프로 느꼈음,10
더 퍼스트 슬램덩크,자막 판. 40후반. 울 정도의 감동은 아닌데.  넘 기대하고 갔나보다.  투 나오면 집에서 볼겨.탑건보다는 잼났음.,8
더 퍼스트 슬램덩크,딸과 아들의 강요(?)에 끌려 마지못해 갔으나 정작 본인이 즐기다 옴 ㅋㅋ,10
더 퍼스트 슬램덩크,아는 사람들에게는 그저 그냥 최고!모르는 사람들이 볼때는 아는 사람의 입장으로써 너무 걱정 노파심의 마음을해결해주지 못한것 때문에,9
더 퍼스트 슬램덩크,충분히 재미있음. 다음편도 제발~~~,9
더 퍼스트 슬램덩크,2d 애니메이션이 이렇게나 감동적일 수 있다니… 최고다. 한때 일본 감성 애니메이션에 감탄했었는데 이거였지! ,10
더 퍼스트 슬램덩크,너무재미있어요 흑흑원작 읽은 사람은 꼭 보셔야 합니당,10
더 퍼스트 슬램덩크,정말 시리즈 다시 리메이크 되길 ㅠㅠ,10
더 퍼스트 슬램덩크,서태웅송태섭너넨짱이다,10
더 퍼스트 슬램덩크,원작 만화와 다르게 송태섭 중심으로 얘기를 풀어가는 내용으로 처음부터 끝까지 진행된다. 예전의 만화느낌보다는 최대한 실사화로 영상미를 구성하여 놀라웠다. 하지만 서태웅 강백호의 구도 정우성 서태웅의 구도 등 원작에서 중요시 되는 내용들이 가볍게 지나쳐버리고 처음 보는 사람들은 정우성이 누군지도 잘 모르고 나와버렸다. 전반적으로 영상미는 좋았지만 원작의 찐팬으로 애니메이션에서 다뤄지지 않았던 산왕전이 나온다는 말에 기대를 너무 했는지 실망스러움이 더 컸다. 슬램덩크를 접해보지 못하고 이번이 처음인 사람들로 하여금 원작의 큰 감동을 안겨주지 못할것 같아서 너무나 아쉬울뿐이다. 영화를 재밌게 봤더라도 꼭꼭! 만화책으로 슬램덩크를 보길 바란다.,1
더 퍼스트 슬램덩크,송태섭이 주인공이라니 상상도 못햇네,2
더 퍼스트 슬램덩크,자막 더빙 둘다 봤는데요.더빙이 더 몰입감이 좋았어요..,10
더 퍼스트 슬램덩크,마지막 5분은 정말이지 숨을 쉴 수 없다,8
더 퍼스트 슬램덩크,더빙 너무 좋아요 더빙으로 보시길 추천..,10
더 퍼스트 슬램덩크,"진짜 농구경기보다 훨씬 더 재밌고,,중간중간에 캐릭터들의 이야기들 나오는데 너무 감동적이었어요ㅠ 이 영화 진짜 꼭 보세요d=(^o^)=b",10
더 퍼스트 슬램덩크,일본과 달리 한국 성우들은 어느 정도 유지되면서 연기를 잘하셔셔 너무 만족했습니다 다음 슬램덩크 때도 하면 좋겠습니다,10
더 퍼스트 슬램덩크,평점보고 완존 속았네요.  ,1
더 퍼스트 슬램덩크,재밌게 잘 봤어요.,10
더 퍼스트 슬램덩크,보실분들은 꼭 더빙보세요.영상은 캐릭터가 점 떠 다닌다는 느낌을 받았다.캐릭터의 굵은 펜선 때문인지 배경과 캐릭터의 차원이 안맞는다는 느낌이 있었다.영상은 어쩔 수 없다해도 자막은 크나큰 실망이었다.원래 대사를 살리지 못하는 느낌이었으며 대사에서 묻어나는 캐릭터의 감정을 잘살리지 못하고 번역가가 추측으로 의역한 자막을 관객에게 주입하는 느낌이 들었다.,6
더 퍼스트 슬램덩크,"원작의 감동을 100% 애니메이션으로 옮기는 건 불가능할 거라 생각했는데, 더해진 송태섭의 이야기와 놀라운 CG의 기술력으로 90% 정도는 옮겨냈다고 생각해서 9점을 준다. 농구 경기 장면들은 실제 NBA 농구 경기보다 더 디테일했고, 속도를 조절하며 적재적소에서 빛나는 명장면들은 원작만큼 감동적이었다. 송태섭의 이야기가 너무 길어서 지루한 부분이 많았지만, 다음 작품의 완성도를 위해 필요한 과정이라 생각하며 백호, 대만, 치수, 태웅의 이야기도 기다려본다.",9
더 퍼스트 슬램덩크,모든 인물들이 정말 사랑스럽고 예전에 느꼈던 감동을 다시느꼈어요..,10
더 퍼스트 슬램덩크,멈추지 않아~ 바로 지금이야!!,9
더 퍼스트 슬램덩크,일본이 사라지면 안되는 이유를 다시 한번 깨달았다.,10
더 퍼스트 슬램덩크,극장판 너무 좋았어요 영상미도 좋고 3d 연출 덕분에 정말.. 호강했습니다,10
더 퍼스트 슬램덩크,감동쩐다 다섯번봣어요,10
더 퍼스트 슬램덩크,다섯이 걸어오는 모습에 울컥 그것만으로도 충분했다 ,10
더 퍼스트 슬램덩크,"오랜만에 갔는데 관객이 거의 만석이였어요!! OST도 너무 좋았고 스토리에 감동도 녹아있고, 무엇보다 연출을 진짜 실감나게 잘한것같아요.전연령때가 모두 즐기기 좋은 내용인거 같습니다~",10
더 퍼스트 슬램덩크,강백호 중심으로도 나왔으면 좋겠다,10
더 퍼스트 슬램덩크,만화책을 하도 많이 봐서 장면 하나하나 대사 하나하나 다 외워서 결말을 다 알고 보는데도 재미있는 수준을 넘어 감동적임. 최근 몇년간 본 영화 중에 최고의 영화. ,10
더 퍼스트 슬램덩크,뜨거운 코트를 그림으로 찢었다,9
더 퍼스트 슬램덩크,간만에 박스 안에 고이모셔둔 신발을 꺼냈다… ,10
더 퍼스트 슬램덩크,"와... 일본이 만화 최강국, 애니메이션 최강국임을 다시 한번 보여줬다. 그냥 클라쓰가 다름.. 한국이 최근 드라마나 영화로 나름 선방 해왔지만 소프트 파워가 아직 먼 것 같다... 명작 오브 명작. 보다가 왠간한 사람들 지릴듯. 실제 나 보고 있는데 막판 슛팅 순간에 모두가 조용. 고요하다. 관객석에서 신음 소리터짐. 애니 보다가 오선생님 왔다가는 쾌락과 희열 느끼다 지리고 극락가는 경험 느껴보세요 ",10
더 퍼스트 슬램덩크,무조건!자막으로 보세요!!더빙도 좋지만자막이 감정 전달이 좋습니다.개인적인 의견입니다^^,10
더 퍼스트 슬램덩크,두 시간이 농구슛처럼 순식간에 지나감. 음악 미쳤구요. 매력만점 주인공들 만세. ,10
더 퍼스트 슬램덩크,"초중반까진 재밌게 보고 있었는데, 회상씬을 뭐이리 많이 넣은 건지.. 긴장감 넘치던 흐름을 다 끊어먹는 연출이 좀 아쉽다 ",7
더 퍼스트 슬램덩크,잼있었어요 최고최고최고최고,10
더 퍼스트 슬램덩크,스브스만큼의 성우라인업은 아니지만 더빙판 관람N차관람하고싶을만큼 아는 내용인데도 감동!!,10
더 퍼스트 슬램덩크,말해뭐해 감동 쓰나미 그때그시절,10
더 퍼스트 슬램덩크,역시 원픽은 대만선배네요..포기를 모르는 정대만,6
더 퍼스트 슬램덩크,재밌네요ㅠ진짜 오랫만에 추억돋습니다,10
더 퍼스트 슬램덩크,재밌네요 경기 하는거랑 감동적인 내용이랑 ,10
더 퍼스트 슬램덩크,"송태섭 처럼 인생에서 막다른 상황에 놓였을 때 어떻게 뚫고 나갈지를 생각하며 보았다. 캐릭터 하나 하나의 스토리가 모두 좋았는데, 경기 하나에 회고장면으로 중간에 삽입하는 방식은 별로였다.",9
더 퍼스트 슬램덩크,정말정말정말 재밌다 진짜 너무 재밌음 ,10
더 퍼스트 슬램덩크,이거는명작 2023에 최고의 슬램덩크 ,10
더 퍼스트 슬램덩크,오늘 12살 아들과 함께 보고왔는데  아직도 감정이 가라앉지 않네요. 아들도 푹 빠졌습니다. ,10
더 퍼스트 슬램덩크,정말 재미있게 봤습니다. 시간 가는게 아까울 정도입니다. ,10
더 퍼스트 슬램덩크,더 퍼스트. 더 퍼스트. 더 퍼스트,10
더 퍼스트 슬램덩크,어떻게  이럴수가 있지 오랜만에 영화보며 심장 두근 거렸네,10
더 퍼스트 슬램덩크,진짜 재미있는데 슬램덩크 라는 제목을 아는 사람들이 안보면 평생 후회합니다.,10
더 퍼스트 슬램덩크,다시금 만화책을 보게 만드네요. ,10
더 퍼스트 슬램덩크,이건 찐 만점. 원작에  없는 스토리와 원작 스토리가 너무 멋지게 버무려져 감동 백배. 꼭보세요.,10
더 퍼스트 슬램덩크,"감동 있게 잘 봤지만,음향이 다소 아쉬운 영화",9
더 퍼스트 슬램덩크,와~ 장난아님만화에서는지는데 영화에선 이김,10
더 퍼스트 슬램덩크,나중에 송씨랑 결혼해서 아들 이름 송태섭으로 해야지,10
더 퍼스트 슬램덩크,애들이랑 혹시 같이 보는 애아빠들 있으면 주의해줬으면 좋겠다. 영화는 좋았지만 메가박스 영통점 18:20분 영화 아들이랑 본 남자분 애가 두시간 못버티고 계속 좌석 흔들고 적막한 가운데 큰소리로 물어보는데 애는 그럴수 있다쳐도 조용히 하라는 주의도 안주는거같고 세네번을 계속 물어보는데 자기 집도 아니고 영화관 관람예절을 교육시키시던가. 아버님도 설명해줄순 있지만 아버님은  어른이니 작은목소리로 설명해줄 수 있잖아요? 어떻게 4번을 다 조용한가운데 다 들리게 말하는지....혹시 자녀랑 같이 볼 다른 분들도 있을까 해서 글 남깁니다 혼자보세요 돈 내고 본 다른 사람들한테 민폐끼치지 말고요. 아니면 애들 교육 좀 시키시던가요. ,10
더 퍼스트 슬램덩크,방금보고옴. 이게 9.2?  3점 드리겠습니다.뭐 스토리는 아는 내용이긴한데 좀더 화려하게 연출할 수 있었을텐데 경기 흐름을 자꾸 회상씬 비하인드스토리를 중간에 집어넣고 맥을 끊게 하니. 재미가 오히려반감됨. 그리고 처음보는 사람들은 저선수가. 누군지도 모를거임. 오합지졸팀이 성장하는거. 비하인드로 집어넣고 해야 좋은건데 보여주는 연출은 진짜 최악임 .  띵작 만화를 최악으로 연출 한듯....,2
더 퍼스트 슬램덩크,우와 하나도 모르고 봤는데 재밌어요 ㅋㅋ역시 유명한데는 다 이유가 있네요 ㅎㅎ ! ,10
더 퍼스트 슬램덩크,감동이네요~~~~  ㅜㅜ,10
더 퍼스트 슬램덩크,심금을 울렸습니다 일 때문에 여유가 없던 저에게 다시 심장을 뛰게 했습니다.,10
더 퍼스트 슬램덩크,저는 슬램덩크를 애니로는 보지 않아서 처음 극장에서 본 케이스인데재미있게 봤어요 약간 오글거리는 대사들이 있는데 나중에는 몰입해서 봤어요!!,9
더 퍼스트 슬램덩크,이름에 걸 맞는 작품이네요.,7
더 퍼스트 슬램덩크,지깁니더. 깔끔해요ㅎㅎ,10
더 퍼스트 슬램덩크,그 시절을 지금으로 가져와줘서 감사할 따름.,10
더 퍼스트 슬램덩크,슬램덩크가 이리 유명해진게 기쁘다9,10
더 퍼스트 슬램덩크,너무 재밌어요 ㅎㅎ 추억도 살아나고 예지랑 봐서 더 재밌었네,10
더 퍼스트 슬램덩크,이때까지 슬램덩크 안 보고있었던 나에게 화가난다.진짜 아직도 심장이 떨린다.,10
더 퍼스트 슬램덩크,"자막, 더빙 둘 다 봤는데 더빙이 좀 더 낫습니다. 느낌을 더 잘살렸어요.",8
더 퍼스트 슬램덩크,재밌었어요~~~!!!!,10
더 퍼스트 슬램덩크,최고입니다 꼭 보세요 슬램덩크,10
더 퍼스트 슬램덩크,딸둥이들과 남편과 함께 봤어요.40대 남편을 눈물짓게 한 영화아이들과 함께 손 꼭 잡고 응원하며 본 영화나의 학창시절로 데려다 준 영화즐거웠습니다.,10
더 퍼스트 슬램덩크,만화책 읽으며 울었던 장면이 그대로 감동..안울려고 참음..ㅠㅠ 멋지다 북산!!,10
더 퍼스트 슬램덩크,소름돋는 느낌 정말 오랜만,10
더 퍼스트 슬램덩크,너무재밌당강백호가 넘멋지,10
더 퍼스트 슬램덩크,너무재밌당강백호가 넘멋지,10
더 퍼스트 슬램덩크,대체 무슨 전개임..;;; 감동도 재미도 없고… 무슨 농구 한판 하는데 말이 이렇게 많은지 살면서 진짜 환불 하고싶었던 영화 1순위,2
더 퍼스트 슬램덩크,완벽. 근데 애새기들 극장에 데려오지마라. 초딩들 겁나 쫑알쫑알 말 많더라. 돌아서서 꿀밤 쳐맥일라다가 참음. 옆에서 방관하고있는 부모도 똑같음. 지들이 극장 전세냈나 매너 없는 애부모들. 오지마라,10
더 퍼스트 슬램덩크,...(왼손은 거들뿐),10
더 퍼스트 슬램덩크,진짜 내 인생작 슬램덩크 더퍼스트 무조건 봐야함,10
더 퍼스트 슬램덩크,레전드는 영원하다 ㅠㅠ 이 만화 만들어주셔서 감사합니다 수입해주셔서 감사해요 ㅜㅜ,10
더 퍼스트 슬램덩크,오프닝 스케치 부터 울컥 농구 모르는 내친구도 잼있다고 난리남 ㅋㅋㅋㅋ,10
더 퍼스트 슬램덩크,원작도 좋지만 정말 잘 만든 스포츠 애니메이션 !,10
더 퍼스트 슬램덩크,보는내내 눈물바다 입니다,10
더 퍼스트 슬램덩크,"감동과 재미, 그리고 추억이 있는...완벽 그 자체의 애니메이션.",10
더 퍼스트 슬램덩크,흐릿흐릿하게 남아있던 종이 속 장면들이 완벽하게 살아숨쉬면서 선명한 감동을 준 걸작..,10
더 퍼스트 슬램덩크,다시 느껴지는 그때의 긴장감과 짜릿함 그리고 기대감,10
더 퍼스트 슬램덩크,타케이코 이노우에 선생님 두시간 동안이라도 고등학교 시절로 돌아갈수 있게 해주셔서 고맙습니다. ,10
더 퍼스트 슬램덩크,미야기 료타의 성장과정 그리고 스펙타클한 산노전  최고입니다.,10
더 퍼스트 슬램덩크,공백제외 10쟈 ㅇㅋㄴㅇ,10
더 퍼스트 슬램덩크,"레전드 그 자체, 2회차 시청. 사그라졌던 열정을 다시금 불러 일으키는 엄청난 영화다.슬램덩크를 본적 없지만, 이 영화를 본다면팬이 될 수 밖에 없을 것이다.",10
더 퍼스트 슬램덩크,만화책으로 어린시절 완결을 다 봤던마지막화 산왕전 20년만에 극장에서볼수있다는 기대와 설레임 하지만 내가 생각했던 산왕전의 슬램덩크가 아니였다이건 또 다른 슬램덩크 또 다른 산왕전가족 꿈 인생 청춘 열정 도전 감동모든것들이 담겨져 있는또 다른 슬램덩크였다 후반부 부터 가슴이 벅차 올랐다,9
더 퍼스트 슬램덩크,만화책을 안 본 사람도 정말 깊은 여운이 남는 영화입니다..이 영화 진짜 추천드려요!! 슬램덩크 짱♡♡,10
더 퍼스트 슬램덩크,"다시 영화로 슬램덩크를 접하게 되어 너무나 기뻤습니다 정대만과 안선생님, 서태웅과 안선생님, 안선생님의 과거 등이 재현되었다면 더 좋았을 것 같았어요",10
더 퍼스트 슬램덩크,눈물뚝뚝.. 너흰 늙진않았구나,10
더 퍼스트 슬램덩크,더이상 말이필요 없을 최고입니다.,10
더 퍼스트 슬램덩크,마지막 장면에서 내가 숨을 셨는지 모르겠다,10
더 퍼스트 슬램덩크,진짜 와 인생 영화다 ㄷㄷ,10
더 퍼스트 슬램덩크,걍 볼만하긴한데 나이먹고보니 좀 오그라든다,1
더 퍼스트 슬램덩크,원작을 잘모르고봐서 감동은 덜했지만 애니메이션 작화가 너무 잘빠지고 캐릭터들이 모르긴몰라도 다들 매력있어보이고 잘생김 멋진 경기 한판 제대로 감상한 느낌,8
더 퍼스트 슬램덩크,감동 추억 최고 재미있어요,10
더 퍼스트 슬램덩크,경기 장면은 아직도 두근거립니다.,10
더 퍼스트 슬램덩크,"뜨겁다.. 마지막 경기를 영화화한 것도 너무 마음에 들었고, 송태섭이라는 인물을 중심으로 풀어가는 이야기가 엄청 감동적이었어요. 특히 마지막 장면은 역시 스포츠라서 줄 수밖에 없는 짜릿함까지 느껴져서 재밌게 잘봤네요!",10
더 퍼스트 슬램덩크,슬램덩크 팬들을 충족시켜줄 영화,10
더 퍼스트 슬램덩크,"새로운 시점, 새로운 이야기를 풀어가기에 만화를 본 사람도, 안 본 사람도 충분히 흥미와 재미를 느낄 수 있다고 생각합니다. 정말 좋은 영화였습니다! ",10
더 퍼스트 슬램덩크,경기 후반 연출은 좋았다,7
더 퍼스트 슬램덩크,도입부부터 전율을 느꼈다면 이미 게임은 끝난 것임,10
더 퍼스트 슬램덩크,수십번을 만화책으로 봤지만 소름 돋았는데 극장에서 보니 더 소름 돋는다,10
더 퍼스트 슬램덩크,하...  어린시절 추억 정말최고입니다,10
더 퍼스트 슬램덩크,너무 재밌었어요!! n차 관람 이해됩니다~~!!,10
더 퍼스트 슬램덩크,연출 지린다 진짜 애니는 갓본이다,10
더 퍼스트 슬램덩크,학창시절 추억을 느끼려 봤는데 역시나..재미있었습니다. 농구할때 서로 서태웅이라면 놀던때가 ㅎㅎ저는 정대만 좋아했었는데^^ 소름돋는 장면도 많네요 후회는 안하실듯!,10
더 퍼스트 슬램덩크,한번만 보기엔 아까운 영화,10
더 퍼스트 슬램덩크,보는 내내 온몸이 짜릇하며 참 대단한 작품이라 느꼈다.,10
더 퍼스트 슬램덩크,진짜 끝나고 박수치고 싶어서 미치는 줄 알았다,10
더 퍼스트 슬램덩크,추억과 만나는 소중한 시간이었어요,10
더 퍼스트 슬램덩크,슬램덩크를 봤다면 인생영화,10
더 퍼스트 슬램덩크,너무 재밌어서 3번 봤다,10
더 퍼스트 슬램덩크,왔다 갔다가 안 맞는 사람도 있는 법.,6
더 퍼스트 슬램덩크,ㅠㅁㅠ 꼭 보세요 제발ㅠㅠㅠ,10
더 퍼스트 슬램덩크,솔직히 저는 기대그이하 너무 경기하다 옛날 돌아가서 끝기는 늣김,6
더 퍼스트 슬램덩크,"슬램덩크라는 작품이 박수칠때 떠났기에 뭔가 저마다 상상하는 이야기들이 있었는데, 그래서 뭔가 아쉬웠네요. 만화책으로 볼때의 감동보단 개인적으론 좀 덜 했습니다. 다만 마지막 그 정적은 참 인상깊었네요. 이제 배가본드 완결 부탁합니다.",8
더 퍼스트 슬램덩크,신랑이랑 함께 봤는데 재미있었어요 :-),10
더 퍼스트 슬램덩크,아이랑 같이 보고왔는데 슬램덩크가 이리도 잔잔하고 지루한 내용인지 몰랐네요 ㅋ 좋은 후기만 보고 갔는데..저랑은 안맞았네요 졸렸어요.,2
더 퍼스트 슬램덩크,송태섭을 주인공으로 해서 더 신선했어요,9
더 퍼스트 슬램덩크,최고 자막3번 더빙1번 봄 ,10
더 퍼스트 슬램덩크,정말 최곱니다!!! 슬램덩크의 마지막이 더퍼스트여서 다음 세컨드 써드가 나올 수 있을지...계속 나오길 기대합니다,10
더 퍼스트 슬램덩크,추억을 넘어선 걸작이다,10
더 퍼스트 슬램덩크,와~~40살이 되서 중딩때 미치게 본 추억의 만화 재미삼아 보러 왔다가..이런 감동을 받을줄이야 ㅠ진짜 미쳤습니다.그시대를 사신분들이라면그냥 한번 봐보세요,10
더 퍼스트 슬램덩크,최신 그래픽으로 슬램덩크를 다시 즐길수 있어서 좋았습니다OST도 너무 좋았어요,10
더 퍼스트 슬램덩크,과연 몇번을 더 봐야할까?,10
더 퍼스트 슬램덩크,슬램덩크를 아는 사람이라면 무조건 관람 하세요,10
더 퍼스트 슬램덩크,스포츠 물 보다가 눈물흘린건 또 처음 연출 스토리 작화 삼박자 다 갖춘건 처음 꼭봐야할 명작,10
더 퍼스트 슬램덩크,기대이상으로 재밌었어요,8
더 퍼스트 슬램덩크,재탕이라 생각보다 재미없었네요...ㅜ그래도 오랜만에 북산농구부를 스피디한 연출과 사운드를 들으며 보니 그럭저럭 볼만 했습니다.,5
더 퍼스트 슬램덩크,"와... 20대때 한 페이지, 한 페이지 넘기며 봤는데..  서태웅 넌 여전히 잘 생겼구나... ",10
더 퍼스트 슬램덩크,재밌게 봤습니다,10
더 퍼스트 슬램덩크,그냥 봐  재밌어죽어 진짜,10
더 퍼스트 슬램덩크,39 아재입니다최곱니다 꼭 보세요!!,10
더 퍼스트 슬램덩크,작화도 연출도 쩔고 오프닝 브금부터 미쳤다고 생각했다. 그리고 사랑한다 서태웅...,10
더 퍼스트 슬램덩크,좋다  모든것이 좋다 짱이다,10
더 퍼스트 슬램덩크,슬램덩크를 보고 자란 세대들에게는 10점도모자라더군요. 아주 큰 선물을 받은 느낌입니다.,10
더 퍼스트 슬램덩크,Simply the BEST,10
더 퍼스트 슬램덩크,영상에선 만화책에서의 종료 1분전의 연출은 절대 표현하지 못할거라 생각했는데... 대박이었다. 사람만 없었더라면 박수치며 나오고 싶었다.,10
더 퍼스트 슬램덩크,오랜만에 내눈에서 눈물이 흘러내렸다. 새로운 경험을 하게 해주세요. 죄송합니다.,10
더 퍼스트 슬램덩크,작품이 내 마음을 찢었다,10
더 퍼스트 슬램덩크,마지막 씬에서 너무 조용해져서 내 심장소리들림,10
더 퍼스트 슬램덩크,개재밌다! 음악도 멋짐ㅠ 강백호 넘 좋아용ㅠ,10
더 퍼스트 슬램덩크,만화책 이상의 감동을 느꼈네요,10
더 퍼스트 슬램덩크,아는 내용이지만 소름돋는다,10
더 퍼스트 슬램덩크,결과는 알지만 처음보는것처럼 몰입할수 있었습니다. 오랜만에 뜨거워졌습니다.,10
더 퍼스트 슬램덩크,두번보세요.. 쿠키있습니다 참고하세요,10
더 퍼스트 슬램덩크,"2023년에 그들을 만날수 있다는 것만으로도 반가움과 감동이 충분하며, 긴장감 넘치는 경기 하나를 보는 기분. 그리고 사이사이로 들려주는 몰랐던 사연들. 초반 인트로에서 이미 별점은 가득해졌습니다.",10
더 퍼스트 슬램덩크,"슬램덩크 봐야되서 3년만에 극장을갔고,출산전D-2에봐서 넘나좋았습니다아쉽다면 더빙을 못보고 왔다는정도겠네요.연출 스토리 ost 너무 멋졌습니다",10
더 퍼스트 슬램덩크,결말을 알고봐도 긴장감을 늦출수 없었던 영화! 특히 농구씬은 연출이 미쳤어요 ㅋㅋ 10여년전에 봤던 만화책도 구입하고싶어지네요,10
더 퍼스트 슬램덩크,시간가는줄 모를만큼 너무 재미있었다,7
더 퍼스트 슬램덩크,개쩔어요 명장면 너무 많이 나오고 잘 만들었어요,10
더 퍼스트 슬램덩크,너무 좋아요 추억의 만화,10
더 퍼스트 슬램덩크,결말을 다 알아도 너무 재미있게 봤어요,10
더 퍼스트 슬램덩크,완전 재미있게 보고왔어요영화관에서 꼭 보세요!집에서 나오면 볼까 하다 가서 봤는데영화관에서 보길 잘한거같아요!,10
더 퍼스트 슬램덩크,너무 잘 만들었네요...,10
더 퍼스트 슬램덩크,아 다시 그시절로 돌아간듯 하네요…감흥이  새롭네요,10
더 퍼스트 슬램덩크,그냥 미쳤다 말이 안된다,10
더 퍼스트 슬램덩크,포브스선정 최고의 영화,10
더 퍼스트 슬램덩크,신뢰도 있는 프레디 감상평----1.좌석추천- 긴장감있는 경기장면을위해                     눕지않는 일반좌석 추천!----2.경기장면에서 터지는 탄성을   밖으로 질러주면서 보는    영화관에서 누리기 힘든 호사!----3.송태섭 시점이라는 신선한 전개!----4.실사를 보는듯한 퀄리티로   깊이 빠져들수있다는 !----5. 캐릭터 첫등장과 마지막 에피소드장면   두 씬으로 티켓값 다했음!6. 슬램덩크를 안다면 반드시 시청.     모른다면 캐릭터를 미리 알아보시는것을    추천하는데     세대간 연인간 캐릭터 이야기로     소통하는 소중한이 시간이 될것임! ,10
더 퍼스트 슬램덩크,"이제야 와줬군~ 얼마나기다렸는지가슴이 벅차오르면서, 옛 학창시절이 생각나는군요",10
더 퍼스트 슬램덩크,슬램덩크 원작팬들을 향한 헌정,7
더 퍼스트 슬램덩크,이게 영화지 꼭봐라 불꽃남자,10
더 퍼스트 슬램덩크,마지막 30초는 압권!,10
더 퍼스트 슬램덩크,청춘 그자체 아는 내용으로 감동을 주는 최고의 작품,10
더 퍼스트 슬램덩크,걍 무조건 보시길 추천합니다,10
더 퍼스트 슬램덩크,미쳤잖아 몇회차 관람인지 모르겠다….,10
더 퍼스트 슬램덩크,각본있는 스포츠도 재미있다.,10
더 퍼스트 슬램덩크,지렸다 최고의 한경기....,10
더 퍼스트 슬램덩크,꼭 보세요 꼭 보세요 꼭보세요,10
