movie,sentence,score
더 퍼스트 슬램덩크,"송태섭 스토리가 원작에서 부족했는대 마지막 퍼즐이 맞춰진 느낌이네요. 추억도 떠오르고 적절한 배경음으로 전율도 느껴졌습니다. 8,90년생들은 추억을 곱씹을수 있었던 관람이었습니다.",10
더 퍼스트 슬램덩크,시작부터 끝까지 가슴이 웅장해진다 송태섭이 메인이라서 더 좋았다 한번 더 안 볼 수가 없다,10
더 퍼스트 슬램덩크,강백호가 소연이한테 &amp;#39;정말 좋아합니다. 이번엔 거짓이 아니라구요.&amp;#39; 이 이장면도 있었으면 더 좋았을꺼 같은데,10
더 퍼스트 슬램덩크,"현재,과거 슬램덩크 덕후 인지라 아직도 보는데 이번 영화는 만족도 200% 너무 재미있게 봤습니다.!!♡",10
더 퍼스트 슬램덩크,추억의 만화 재미있게 봤습니다,9
더 퍼스트 슬램덩크,2줄평ㅈㄴ쩔어영화감독이 송태섭팬,8
더 퍼스트 슬램덩크,진짜레전드 ㅠㅠ 슬램덩크는 내인생 최고의 만화.. 만화 볼때의 감동과 심장떨림을 2시간동안 고대로 느꼈습니다....,10
더 퍼스트 슬램덩크,20년의 기다림에 충분한 마지막 1분,10
더 퍼스트 슬램덩크,"콘고지신~송태섭이 주인공같고 회상신이 많아 집중은 힘들었지만 나의 추억, 감동 그 시절 향수로 충분한 감동이었다.ㅠ 그때 참 좋았는데 세월이 쏜살 같네",10
더 퍼스트 슬램덩크,원작에서 농구 잘하는 귀여운 바보로 나와서 최애였는데 영화 보고서 다시 한 번 재입덕 했어요원작 안 보고 영화만 본 사람은 무조건 태섭이 최애 될걸요??그리고 연출이랑 분위기 ost 다 대박이에요꼭 보세요!!!,10
더 퍼스트 슬램덩크,산왕전이라는 게 유일하게 아쉽다. 다음 편이 없을 거란 암묵적인 룰 같아서... 흑 ,10
더 퍼스트 슬램덩크,추억에 넣어뒀던 명작을 이렇게 다시 접하니 감회가 새롭네요. 마지막 아무소리 없는 영상에 극장에서 조그마하게 들리는 흐느끼는 소리들과 훌쩍거리는 소리들이 더욱더 감정을 벅차오르게 했었네요.,10
더 퍼스트 슬램덩크,솔직히 볼말말까 긴가민가한 상태로 영화관을 찾았는데...후회 없습니다 너무 재밌었어요~ 개인적으로는 아바타랑 영웅보다 좋게봤음 ㅎㅎ,9
더 퍼스트 슬램덩크,80년생은 꼭봐라! 마지막엔 숨을 쉴수 없었다! ,10
더 퍼스트 슬램덩크,Killingtime5분,8
더 퍼스트 슬램덩크,그냥 말이 필요 없었음 더빙 자막 둘다 봤는데아직도 여운이 남음 제발 차기작 나왔으면 하는작품임 ㅠ,10
더 퍼스트 슬램덩크,심장터지는 줄 더빙 자막 모두 최고다 그리고 만화책 하도많이봐서 대사 다외우는데도 계속 볼때마다 쫄린다. 대만아 ㅠ ㅡㅠ,10
더 퍼스트 슬램덩크,"&amp;#39;뚫어, 송태섭!&amp;#39;이 장면은 두고두고 회자가 될 것이다 ",10
더 퍼스트 슬램덩크,슬램덩크 팬이라면 산왕전 에니메이션이 없다는거에 대한 갈증을 풀어준 작품. 그리고 만화 슬램덩크 자체가 캐릭터의 가정사를 별로 다루지 않았다는 점에서 이번 영화는 정말 너무 좋았다고 말하고 싶습니다. 다음에는 강백호의 가족이야기도 너무 보고 싶네요. 정대만의 중학 농구시절도 좀 자세하게 다뤘으면 좋겠습니다.,10
더 퍼스트 슬램덩크,명작내용을 다 알아도 실재로 보면 또 감동,10
더 퍼스트 슬램덩크,내가 감히 평점을 매길수있을까?,10
더 퍼스트 슬램덩크,슬램덩크 원작의 팬이지만 큰 감동은 없었다. 아무래도 전개의 문제인듯 .. ,6
더 퍼스트 슬램덩크,원작의 팬이거나 일본 애니의 팬이라면 무조건 10점을 줄 수 밖에 없을 영화. 내 스타일은 아니었지만 잘 만들었다는건 알겠다. 캐디를 참 잘뽑았다.,5
더 퍼스트 슬램덩크,모두가 주인공?,7
더 퍼스트 슬램덩크,이걸로 끝내지말고.. 세컨드 써드 다 해주세요 다음 이야기는 불꽃남자 정대만!,9
더 퍼스트 슬램덩크,뚫어. 송태섭 !!!!,10
더 퍼스트 슬램덩크,기대보다 좀 ~~  원작 만화보다는 흐름 끊기는 느낌이 들어요 ~~  스포츠 영화는 긴박함이 생명인데  배경음악이  좀 부족합니다 그래도 옛추억을 느낄수 있었어요 ㅎ,8
더 퍼스트 슬램덩크,"송태섭이 주인공것까지 좋은데 회상신이 너무 루즈할 정도로 늘어져여, 그렇다고 송태섭이 입체적으로 보이진않고, 차라리 정대만불량아 시점으로 보는게 더 호응이 좋앗을꺼예여, 일본에서 통할지 몰라도 넘 늘어져서 빨리빨리 문화아 한국정서에 안맞네여",8
더 퍼스트 슬램덩크,감히 평점 10점 줍니다. 원작 슬램덩크 팬이라면 더할 나위 없는 작품입니다. ,10
더 퍼스트 슬램덩크,내 인생에서 가장 돌아가고 싶은 순간으로 돌아갈 일이 앞으로 살면서 몇번이나 있겠나....,10
더 퍼스트 슬램덩크,극장판으로 보게 되니 너무 좋아요 너무 감동 입니다.,10
더 퍼스트 슬램덩크,어릴때  느꼈던 두근거림초딩딸도 손 한가득 땀을 훔친다내가 기억했던 감정을 나의 아이도느꼈으면~청춘이라는 벅참 감정을여운이 가시지 않는 영화,10
더 퍼스트 슬램덩크,첫 장면 한명씩 스케치되며 걸어나올때 나만 울었나....,9
더 퍼스트 슬램덩크,또다시 가슴이 웅장해지네. ^^,8
더 퍼스트 슬램덩크,너무..감동적이다 어렸을적 생각난다,10
더 퍼스트 슬램덩크,슬램덩크는 계속되어야한다.,10
더 퍼스트 슬램덩크,송태섭을 시점으로 슬램덩크를 연출할 줄은 몰랐다. 역시 송태섭은 넘버원 가드가 맞다.,10
더 퍼스트 슬램덩크,경기 장면만 모아놓고 계속 보고싶을 정도,10
더 퍼스트 슬램덩크,슬램덩크 세대는 아니지만 확실히 아직까지 사랑받는 이유가 있습니다,10
더 퍼스트 슬램덩크,"세계관이 경기 중이라는 한정적인 공간안에서 이루어 지고, 개인의 과거 회상을 통해 시간 때우기가 너무 심해서 비추해요~ 결국 보기 전에 이미 결론이 보이네요",6
더 퍼스트 슬램덩크,개쩐다 걍 와 이건 돈내고 봐야됨 ㄹㅇ루,10
더 퍼스트 슬램덩크,추억을 상기시켜 식어버린 아저씨 가슴에 다시한번 불을 지펴준다.,10
더 퍼스트 슬램덩크,나와줘서 고마워요,10
더 퍼스트 슬램덩크,처음 봤는데 와 미쳤어요 ㅋㅋㅋㅋ 또 봐야징,10
더 퍼스트 슬램덩크,"30년만에 첫사랑 영접만으로도 최고인데 스토리,영상,감동까지 다잡음",10
더 퍼스트 슬램덩크,진짜 박진감 넘치고 심장 터질거 같더라 마지막 3분부터...  꼭봐라 ,10
더 퍼스트 슬램덩크,슬램덩크를 원래 좋아했던 사람으로써 너무 즐겁게 감상했던 영화입니다.,9
더 퍼스트 슬램덩크,다시 한번 보여줘서 고맙습니다,10
더 퍼스트 슬램덩크,보통의 노동자의 삶에 어느새 적응해버린 무뎌져가던 나의 심장이 다시 뛸날이 있을까? 라고 생각하던 나에게다시 어린시절 처럼 가쁜 박동을 선사해준 영화보는내내 행복했다.,10
더 퍼스트 슬램덩크,내가 본 책 중 최초로 웃은 대작이 영화로 나와서 너무 좋았음..,10
더 퍼스트 슬램덩크,"만화책 다 안보고 영화봐도 감동이었는데, 다 본 사람이 영화본다면 받을 감동이 어느정도일지 궁금하다옛날 만화답게 일부 대사가 오글거려 미쳐버리는줄 알았지만, 그걸 뛰어넘을 감동과 재미가 있다.",9
더 퍼스트 슬램덩크,슬램덩크엔 감동이있다,10
더 퍼스트 슬램덩크,자막 더빙 둘다 미션완료,10
더 퍼스트 슬램덩크,3D그래픽으로 예고편 보고 걱정아닌 걱정을 조금 했지만 탁월한 선택인 것 같다. OST도 너무 멋지고 처음 오프닝때 울컥하더라. 슬램덩크 팬들은 꼭 선물을 받아가시길...이 영화는 팬들에게 선물같은 영화!!,10
더 퍼스트 슬램덩크,재밌어요.꼭보세유.굿굿,10
더 퍼스트 슬램덩크,보통 옛 추억은 추억으로 뒀을 때 아름답다. 단 슬램덩크는 예외였다.,9
더 퍼스트 슬램덩크,등장인물이 하다 둘씩 나타나면서 잊혀졌던 옛날 감동이 되살아나네요..  영화가 끝나도 긴여운이 가시질 않네요.. ,10
더 퍼스트 슬램덩크,농구라는 스포츠가 보여줄수 있는 긴장감을 잘 표현했더라구요. 오랜만에 추억을 되살리며 기분 좋게 봤습니다.,10
더 퍼스트 슬램덩크,자막보고 더빙으로 또 보러간다,10
더 퍼스트 슬램덩크,아는 스토리가 더 무섭다,8
더 퍼스트 슬램덩크,첫 시작에 작가님 스케치로 캐릭터 시작하는게 진짜 소름..!!,10
더 퍼스트 슬램덩크,꼭 애들하고 보세요~ 서태웅은 여전히 잘생겼구나~,10
더 퍼스트 슬램덩크,2시간 동안 타임머신타고 소년으로 돌아간 기분이었습니다. ,10
더 퍼스트 슬램덩크,지리다고 최거였다ㅠㅠ 넘 좋았릅니다,10
더 퍼스트 슬램덩크,마지막 하이파이브 장면 진짜..솔직히 초반부에는 그리 재밌지는 않았는데 마지막에 진짜 소름돋으면서 봤다..,10
더 퍼스트 슬램덩크,중학교 1~2학년(92~93년) 수업시간에 슬램덩크 몰래 보다가 쌤한테 줘터지고  만화책 뺏겨서 교무실에 책 찾으러 갔던 기억들이 생생하네요.. 티비에서 했던건잠깐 봤었는데 만화책에서 봤던 감정들이 오히려 반감되는것 같아 제대로 안봤고 극장판은 너무 옛 생각이나서 봤는데 정말 중학교 까까머리 시절로 돌아가는것 같았습니다. 영화의 디테일이 너무 좋아서 감탄하면서 봤습니다. 농구 좋아하는 사람이라면 모두 공감할듯.. 다만 좀 아쉬운건 경기중 회상씬이 좀 많아서 흐름이 살짝살짝 끊기는것은 아쉽지만 작품성.스토리.슬램덩크 추억을 생각한다면 3~4번 볼것 같습니다. 최고입니다.,10
더 퍼스트 슬램덩크,마지막에 왼손은 거들뿐멘트는 왜 안나온거지할튼 너무 재밌게봄슬램덩크를 좋아했던 남자라면무조건 봐야함내추억도 아닌데 추억서린느낌,10
더 퍼스트 슬램덩크,보고 진짜 가슴이 뜨거워졌다ㅜㅜ중고등학교 향수도 올라오고 이유는알수없지만 알고있는내용인데도 자꾸 울컥하고 눈물나고ㅜㅜ 정말좋았다,10
더 퍼스트 슬램덩크,오프닝부터 엔딩까지 좋아요ㅋ,9
더 퍼스트 슬램덩크,고향에 돌아 온 기분이 이런걸까? ,10
더 퍼스트 슬램덩크,너무 만족합니다 요근래 본 것중 최고,10
더 퍼스트 슬램덩크,맘속으로 계속울면서 봤습니다. 감사합니다.,10
더 퍼스트 슬램덩크,그냥 보세요.. 이건 미쳤습니다...!!,10
더 퍼스트 슬램덩크,일평생 보아온 스포츠물 중 최고의 하이라이트,8
더 퍼스트 슬램덩크,30년전 보던 슬램덩크를 극장에서 다시 볼 수 있다는 것이!! 송태섭의 시선으로 바라 본 슬램덩크,8
더 퍼스트 슬램덩크,극장에서 봐야 경기장 안에 있는 느낌 난다. 송태섭 제일 좋아하는데 행복했습니다~,10
더 퍼스트 슬램덩크,내 어린시절 상상을 현실로 만들어줘서 고마워요아리가또 고자이마스,10
더 퍼스트 슬램덩크,송태섭의 과거장면이 지루하다는 분도 계셨지만 저는 오히려 경기장면의 박진감이 숨쉬기 어려울정도로 몰입감이 있어서 과거장면들이 잠깐의 휴식시간 같아서 더 좋았던 것 같습니다. 슬램덩크 만화책으로 다 보신분들은 꼭 보시길 추천드립니다.,9
더 퍼스트 슬램덩크,"스토리에 감동하고, 연출에 입을 다물지 못했으며 오랜 추억이 생각나서 가슴 뜨거워지는 경험을 느끼게 해주셔서 감사합니다.자막, 더빙 N차 관람했는데 둘 다 강추입니다.",10
더 퍼스트 슬램덩크,옛날에도 그랬는데 이번에도 엄청 울어버렸지 모야. ㅠ.ㅠ 20년도 넘게 시간이 지나서 다 변했는데 난 왜 똑같이 우는건데. 진짜 별꼴 ㅠ.ㅠ,10
더 퍼스트 슬램덩크,진짜 최고입니다.. 너무감사합니다..,10
더 퍼스트 슬램덩크,내 최애는 정대만이였는데.. 송태섭..,10
더 퍼스트 슬램덩크,머지막 1분넘게 이어진 정적은최고였다,10
더 퍼스트 슬램덩크,집에와서 1화부터 다시 정주행. 행복자체,10
더 퍼스트 슬램덩크,애니는 잘만든다는 생각을 보는 내내 했습니다. 극찬할 정도는 아니었지만 재미있습니다.  눈물 많은 편이라 눈물나는 감정선이 꽤 있을줄 기대했는데 그정도는 아니었습니다. 그래도 잘 만들었다에 한표는 주고 싶은 영화입니다. ,8
더 퍼스트 슬램덩크,어릴적 추억 안고 본 아재. 올해 35살인데 태어나서 영화관에서 처음으로 울었네요 ㅎㅎ 간만에 인상깊게 본 명작 ,10
더 퍼스트 슬램덩크,감동이다.산왕전을 영상으로 보다니 만화에서 보던 대사를 목소리로 듣다니..남자라면 슬램덩크를 한번이라도 본 사람이라면 꼭보시길.송태섭의 스토리는 좀 쌩뚱맞은느낌.아 아쉬운건 변덕규가 안나온것.원작 채치수 쓰러지고 무 썰면서 나오는 장면이 없음,10
더 퍼스트 슬램덩크,잊고 있었는데 정대만 학폭 가해자 미화 쩔었네,10
더 퍼스트 슬램덩크,더할나위없이.... 완벽했다... 완벽...,10
더 퍼스트 슬램덩크,한마디로 브금도 뚫었다~,10
더 퍼스트 슬램덩크,꼭보세요 ~!!자막으로봤는데 더빙으로 다시보려고요,10
더 퍼스트 슬램덩크,일부러 마지막 상영시간에 와이프두고 혼자가서 봤다...잘했다..한가지 아쉬운건 변덕규,10
더 퍼스트 슬램덩크,"기대를 너무 했고, 그 기대를 충족했다.",10
더 퍼스트 슬램덩크,시간가는줄 몰랐다...,10
더 퍼스트 슬램덩크,정말 너무나도 행복했던 2시간이.었어요  여운이 많이 남네요 ㅠ,10
더 퍼스트 슬램덩크,정말 감동입니다. 만화책 안보신 분들은 만화책도 꼭 보세요~!! 앞으료도 다른 멤버들을 주인공으로 해서 다른 시합으로 극장판이 계속 나오면 좋겠네요!!,10
더 퍼스트 슬램덩크,40대의 내가 10대로 돌아가는 가장 빠른 방법,10
더 퍼스트 슬램덩크,진짜미쳤음..이거꼭다시봐야해요,10
더 퍼스트 슬램덩크,강팀을 만난 한 경기에서 상북 선수들의 서사가 나오면서 특히 잘 다루지 않았던 송태섭의 이야기를 봐서 좋았고 그 서사를 뒷바침 하는 상북 선수들의 경기력과 마지막에 그 유명한 장면인 강백호와 서태웅이 손 바닥을 치는 장면에서 못 참고 눈물을 펑펑 흘려버렸읍니다….,10
더 퍼스트 슬램덩크,마지막 후반 연출은 진짜..,10
더 퍼스트 슬램덩크,슬램덩크 세대가 아니기도 하고 농구에 관심이 없었어서 애니나 만화를 좋아함에도 슬램덩크를 본 적이 없었는데 친구의 권유로 오늘 함께 보고 왔고 난 그대로 슬덩에 빠져버렸다... 조만간 만화카페 가서 원작 봐야지ㅜ.ㅜ,10
더 퍼스트 슬램덩크,아 이게 뭐라고 소름에 눈물돋네~~추억의 향수도 향수지만 영상미랑 ost가 미쳤음마지막 1분은 나도모르게 두손 부여잡고 있었음책이나 애니에선 볼 수 없었던 선수 이야기기에 모든 스토리 퍼즐이 맟춰짐,10
더 퍼스트 슬램덩크,더 퍼스트 슬램덩크,8
더 퍼스트 슬램덩크,유일한 단점은 OST박상민의 뜨거운 코트를 가르며  만있었다면 한국에서는 관객수 앞자리가바뀌었을듯,10
더 퍼스트 슬램덩크,흐름이 끊겨 집중하기 어려웠음. 60초광고를 20번 본 느낌이랄까..명장면 명대사를 다시 볼 수 있어서 좋았지만 경기도중 자꾸만 등장하는 송태섭의 회상씬이 너무 지루했음 ,6
더 퍼스트 슬램덩크,나이가 들어 다시보니 좀 유치한감이 있긴 한듯,8
더 퍼스트 슬램덩크,추억신파극 과거회상에 감성팔이용 딱ㅡ 회상은 이제 그만 자본으로 변질된지오래~  깊이를 아는 영화를 보고싶다 ,6
더 퍼스트 슬램덩크,ㅜㅜㅜ너무감동 작가한테 너무고맙다,10
더 퍼스트 슬램덩크,영화관을 나오는 모두와 슬램덩크 얘기를 나누고 싶었다.  이걸 보러 온 우린 다들 이 얘기를 잘 알고 있잖아. 밤새 얘기할수 있잖아,9
더 퍼스트 슬램덩크,웃기고 울리고 손에 땀을 쥐게 하고 정말 감동입니다ㅠㅠㅠ만화책도 새로 샀어요!!!,10
더 퍼스트 슬램덩크,감동 재미 모든걸 잡은 명작가슴이 뜨거워짐,10
더 퍼스트 슬램덩크,슬램덩크 만화도본적없는데 친구따라우연히 보러갔다가 완전감동받고 재밌게보고와써요 ㅠㅜ 슬램덩크야 워낙유명하니 대충캐릭터 누구있고 유명한대사나 장면들도 보이긴했지만 사전지식이없어서 유튭에서약간 공부하고 보긴했는데 진짜 너무잘만들었네요 ㅠㅠ 그림도너무머싯고 연출 스토리 음악 다너무조아써요 농구도잘모르는 제가 농구게임을일케몰입감잇게 볼정도면 ㅋㅋ 슬램덩크알못도 일케잼나게 봤는데 팬들은 정말 얼마나감동이었을까 싶었어요 만화를첨부터다기보고싶단생각도 들더라구요 정말 너무재밌게 잘봐써요~!,10
더 퍼스트 슬램덩크,너무 재미있게 봤어요,10
더 퍼스트 슬램덩크,30년을 타임머신을 타고 시간을 거슬러 청춘시절을 보고 왔음.,10
더 퍼스트 슬램덩크,"나 여잔데 보고 울뻔했다,,,, 최애도 생겼다",10
더 퍼스트 슬램덩크,최고라고 밖에 말할수 없음ㅠ,10
더 퍼스트 슬램덩크,슬램덩크 남자들이 좋아하고 농구에도 별로 관심이 없었는데~스토리 전개가 현재 과거 오버랩 되어서 재미있게 봤습니다. 남자친구가 보고 싶다고해서 그냥 같이 봐주자라는 생각으로 봤는데 농구에 대한 관심도 생겨날 판이에요^^ 농구 좋아하지 않는 사람도 보면 정말 재미있을 영화입니다. 그리고 일본답게 애니메이션 예술적 감각이 아름다운거 같습니다.,10
더 퍼스트 슬램덩크,"카타르시스,, 오랜만이었어요!! 관람객분들 중에 경기 중계하시는 분이 계시네요..(n차 관람) 배경음악에 묻힐거라고 생각하시나요?? 관객의 숨죽임을 의도하는 장면에서조차 키득거리시면 어쩝니까... 제발 매너지킵시다...ㅜㅜ ",10
더 퍼스트 슬램덩크,그냥 대박 그자체다...,10
더 퍼스트 슬램덩크,짱잼입니다요 ㅋㅋ중간중간 흥미진진,10
더 퍼스트 슬램덩크,어린 시절 추억을 기억하게 해주셔서 감사합니다.,10
더 퍼스트 슬램덩크,말이 필요 없다..심장이 두근두근,10
더 퍼스트 슬램덩크,말이 필요 없다..심장이 두근두근,10
더 퍼스트 슬램덩크,재밌게 봤씁니다..ㅎ....ㅎㅎㅎ..ㅎ..ㅎ..,8
더 퍼스트 슬램덩크,나이 40  가슴뛰면서 봤다,10
더 퍼스트 슬램덩크,개인적으로 아바타보다 좋았음ㅎㅎ,10
더 퍼스트 슬램덩크,"3D 애니메이션이 마냥 어색할줄알았지만 기대 이상이었고, 락베이스 ost가 적절했다.다만 경기 장면 비중이 더 높았으면 하는 욕심.",10
더 퍼스트 슬램덩크,산왕전 재밌었어요!,7
더 퍼스트 슬램덩크,말해 뭐하나요 대작입니다,10
더 퍼스트 슬램덩크,막내리기전에 봐서 너무 다행이다.. 너무잼써,10
더 퍼스트 슬램덩크,"슬램덩크 만화책 전부 소장하고, 정주행만 여러번 했을 정도로 정말 애정하는 만화여서 극장판 개봉 소식에 작년 여름부터 기대하며 기다렸는데 어딘가 어색한 3D 연출, 바뀐 성우진, 주인공 강백호가 아닌 절반 이상을 차지하는 송태섭 서사.. 경기는 너무 감동적이고 재밌는데 계속 송태섭 서사로 흐름이 끊겨서 뭔가 재밌는 듯 하면서도 아쉬웠어요 거기에 중간중간 슬램덩크 특유의 귀여운 개그코드가 너무 진중하고 무거운 분위기랑 안 어울리는 강백호 목소리 때문에 하나도 개그코드처럼 안 느껴졌어요.. 너무 기대해서 그런가 어딘가 아쉬운 극장판이었고, 만화책이랑 내용도 좀 달라서 더 아쉬웠음..",6
더 퍼스트 슬램덩크,이미 만화책으로 다본거라 다아는 뻔한 스토리라 생각했지만 그래고 슬덩은 희대의 명작중 하나라 보러갔는데 새롭게 와 풀어서 추가한 부분을 보니 대단하더라 애니가 애매하게 끝나 기다렸던 승부도 봤지만 와... 다시 봐도 크... 지린다,10
더 퍼스트 슬램덩크,향수를 불러일으키는 영화네요,8
더 퍼스트 슬램덩크,감동적이고 재밌었습니다,10
더 퍼스트 슬램덩크,명작이 극장판으로 나왔네요,10
더 퍼스트 슬램덩크,오랜만에 아주 재밌게 봤습니다.,10
더 퍼스트 슬램덩크,학창시절로 돌아간 듯했어요.  강추!!! ♥?.♥?,10
더 퍼스트 슬램덩크,ㄹㅇ....긴말이 필요없다.간만에 돈 안아까운 영화 봤음,10
더 퍼스트 슬램덩크,오프닝에 송태섭이 형이랑 1:1 농구하는 모습을 보니 슬램덩크 전권을 가지고 있었던 농구광 사촌형과 내 모습이 떠올랐다,10
더 퍼스트 슬램덩크,믿고 보고말았다...,10
더 퍼스트 슬램덩크,송태섭이 주인공이라고? 송태섭 서사와 산왕전 전개가 따로노는 느낌… 그럼에도 불구하고 농구경기 장면에서 몰입하게 만든 연출력은 대단하다!! ,7
더 퍼스트 슬램덩크,더빙이 더재밋다고해서재관람중… 하 숨멎,10
더 퍼스트 슬램덩크,더 세컨드 만들어주세요ㅠㅜ,10
더 퍼스트 슬램덩크,너무너무너무 재밌게봤어요 만화책 그대로 움직이는듯한 그림체와 훌륭한 연출손에 땀이 나더라구요감동이에요,10
더 퍼스트 슬램덩크,리뷰알바인가요?어디서 울컥해야할지 모르겠고  누가 왜울었다는 리뷰가있는지도 모르겠고우는소리는 못듣고 코고는 소리는 들었습니다 ㅋㅋ,2
더 퍼스트 슬램덩크,오프닝에서 이미 게임 끝,10
더 퍼스트 슬램덩크,안본 사람이랑 겸상안합니다.,10
더 퍼스트 슬램덩크,"내가 원했던 건 이런게 아니었는데 ,,",2
더 퍼스트 슬램덩크,슬램덩크 만화책을 보던 예전 나의 중고등학교 시절도 떠오르고 왠지 모르게 눈물도 났다. 너무 재밌게 봤음.,10
더 퍼스트 슬램덩크,추억이 아른거리며 정말 즐거운 시간을 보냈습니다.아직 함께 할 수있어서 좋았습니다.고맙습니다.,10
더 퍼스트 슬램덩크,역시 일본 애니는 최고죠,10
더 퍼스트 슬램덩크,진짜 명작은 세월이 흘러도 변함이없다..,10
더 퍼스트 슬램덩크, 오랜 팬들에게 선물 같은 영화.,10
더 퍼스트 슬램덩크,진심 시간 순삭.. 2차 관람했는데 결과를 아는데도 심장쫄깃했음.. 그리고 2번 보니까 느낀 게 팝콘 필요없는 듯. 팝콘 먹을 틈을 안줄 정도로 몰입이 잘 됨. 내가 본 영화 중 처음으로 끝나자마자 또 보고싶다고 느낀 영화,10
더 퍼스트 슬램덩크,시간이 아까웠음.. 진행도 너무 느리고 쓸데없는 이야기들을 껴넣고 감정을 쥐어짜서 진짜 보기 힘들었음.. 재미도 감동도 없음,2
더 퍼스트 슬램덩크,후딱 지나갔다.더빙이 더 보기 편했음!!!웃다 울다 . 즐거웠다,10
더 퍼스트 슬램덩크,첫 장면부터 울컥 울컥!,10
더 퍼스트 슬램덩크,쿠키영상에  뭐있나요?  기다리다기다리다 봤는데 한장면이던데... 맞나요?,8
더 퍼스트 슬램덩크,마지막 1분은 정말 숨죽이고 봤다ㅋ,10
더 퍼스트 슬램덩크,더 퍼스트 송태섭!!!,1
더 퍼스트 슬램덩크,그냥 최고입니다!!!초3딸이랑 같이 봤는데~~~감동입니다,10
더 퍼스트 슬램덩크,올해 내 할 일은 끝났다 더 퍼스트 슬램덩크를 봤으니,10
더 퍼스트 슬램덩크,지리고 옵니다 팬티 두장 갈아입고 보세요,10
더 퍼스트 슬램덩크,만화책 그대로 움직이는 느낌 진짜 잘 만들었음 슬램덩크 추억이 있는 사람이라면 무조건 울컥하고 여운이 심하게 남을것임 ㅠㅠㅠㅠ,10
더 퍼스트 슬램덩크,최고다 형언할 수 없음. ,10
더 퍼스트 슬램덩크,슬램덩크 처음 보는데 재밋었어욥,10
더 퍼스트 슬램덩크,25년이 지나도 내 심장은 슬램덩크를 향해 뛴다,10
더 퍼스트 슬램덩크,극장에서 3번 본 영화는 슬램덩크가 처음입니다.,10
더 퍼스트 슬램덩크,이 명작을 극장판으로 보는 것에 가슴이 웅장해진다..,7
더 퍼스트 슬램덩크,애니로 보신분들은 자막판 추천드려요온만 슬픈영화 다봤지만 운적없는데 이거보고 울었습니다 고교시절 농구부생활을해서 그런지 더욱 몰입이됐고 안했었더라도 충분히 재밌게 봤을것같아요! 영화관사운드로 꼭 봐야하는 영화라 생각합니다!!,10
더 퍼스트 슬램덩크,과거와 현재의 넘나드는 10대들의 무대 ,10
더 퍼스트 슬램덩크,그냥 굿굿굿구숛구수구수구수구수,10
더 퍼스트 슬램덩크,YES재팬 YES 슬램덩크 ,10
더 퍼스트 슬램덩크,정말 좋아합니다. 이번엔 거짓이 아니라구요.,10
더 퍼스트 슬램덩크,영화관에서 보고와서 푹 빠졌어요,10
더 퍼스트 슬램덩크,이 영화에 무슨 말이 필요할까,10
더 퍼스트 슬램덩크,오프닝 부터마지막  분까지 ..  너무 좋아요 ㅜㅜㅜㅜ더빙도 강추 입니다!,10
더 퍼스트 슬램덩크,ㅠㅠ재밌어요재밋어요,10
더 퍼스트 슬램덩크,결말이 조금 산왕전 슛넣고 좀 더 롱테이크로 잡았으면 좋았을텐데,9
더 퍼스트 슬램덩크,눈물이 흐른다....,10
더 퍼스트 슬램덩크,&amp;#39;꺾이지 않는 마음&amp;#39;을 펼쳐내는 &amp;#39;흐름&amp;#39;에 관하여,7
더 퍼스트 슬램덩크,노베이스로 관람했는데도 이해가 어렵지 않았습니다. 감동과 스포츠 액션 연출 모두 사로잡은 영화. 정말 좋았습니다.,10
더 퍼스트 슬램덩크,매순간이 감동이다 경기에 대한 내용은 사알짝 아쉽지만 충분히 감동,10
더 퍼스트 슬램덩크,가히 최고였다더할나위 없었다,10
더 퍼스트 슬램덩크,진짜 마음을 울리네요. 나이 이렇게 먹고 울컥하는거 오랜만입니다. 보면서 학창시절부터해서 모든 추억이 주마등처럼 지나갑니다. 좋은기억 슬픈기억 모든것들이..  그리고.. 송태섭의 이야기가 가미된것이 너무 좋았습니다.,10
더 퍼스트 슬램덩크,두번 세번도 볼 수 있는 영화,10
더 퍼스트 슬램덩크,현재와 과거를 수시로 왔다리 갔다리 하면서 지루함 잠옴 ㅠㅠ ,4
더 퍼스트 슬램덩크,정말 재미있습니다 재 인생에서 가장 재미있는 영화일것 같습니다,10
더 퍼스트 슬램덩크,솔직히 눈물 찔끔 흘림-30대남-,10
더 퍼스트 슬램덩크,그냥 최고! 명작은 명작!,10
더 퍼스트 슬램덩크,최고 최고 최고 더빙도 봐야겠어요,10
더 퍼스트 슬램덩크,"슬램덩크 쭉 보진 않고 대충 내용만 아는 30대 초반 여성입니다. 남편이 너무 기대해서 자막으로 보러 갔는데, 한순간도 놓치지 않고 봤습니다. 박수도 치고, 울기도 하고 웃기도 한.. 정말 괜찮은 영화에요. 설에는 더빙도 보러 가기로 했어요",10
더 퍼스트 슬램덩크,인생작.. バスケットボ?ルはお好(す)きですか？,10
더 퍼스트 슬램덩크,초반 시작부터 라이브스케치에서 감동마지막에 묵음처리 대박영화관 아무도 소리안내고 보는게 더대박,10
더 퍼스트 슬램덩크,서태웅 강백호의 하이파이브를 기다린 2시간 ^^결말은 아는데 손에 땀이 난다,10
더 퍼스트 슬램덩크,오랜만에 재밌는 영화를 보았다.,10
